179,77,0
179,76,0
179,75,0
179,73,0
179,72,0
178,71,0
178,70,0
178,69,0
178,68,0
178,68,0
178,67,0
178,66,0
178,65,0
178,65,0
178,64,0
177,63,0
177,63,0
177,62,0
177,62,0
177,62,0
177,61,0
177,61,0
177,61,0
177,60,0
177,60,0
177,60,0
177,60,0
177,60,0
177,60,0
177,60,0
177,60,0
177,60,0
177,61,0
177,61,0
177,61,0
177,62,0
177,62,0
177,62,0
177,63,0
177,63,0
178,64,0
178,65,0
178,65,0
178,66,0
178,67,0
178,68,0
178,68,0
178,69,0
178,70,0
178,71,0
179,72,0
179,73,0
179,75,0
179,76,0
179,77,0
179,78,0
180,79,0
180,81,0
180,82,0
180,83,0
180,85,0
180,86,0
181,88,0
181,89,0
181,91,0
181,92,0
181,94,0
182,96,0
182,97,0
182,99,0
182,101,0
183,103,0
183,104,0
183,106,0
183,108,0
184,110,0
184,112,0
184,114,0
184,116,0
185,118,0
185,120,0
185,122,0
185,124,0
186,126,0
186,128,0
186,130,0
186,132,0
187,134,0
187,136,0
187,138,0
187,140,0
188,143,0
188,145,0
188,147,0
189,149,0
189,151,0
189,153,0
189,156,0
190,158,0
190,160,0
190,162,0
191,164,0
191,167,0
191,169,0
191,171,0
192,173,0
192,175,0
192,177,0
193,180,0
193,182,0
193,184,0
193,186,0
194,188,0
194,190,0
194,192,0
194,194,0
195,196,0
195,198,0
195,200,0
195,202,0
196,204,0
196,206,0
196,208,0
197,210,0
197,212,0
197,214,0
197,216,0
197,217,0
198,219,0
198,221,0
198,223,0
198,224,0
199,226,0
199,228,0
199,229,0
199,231,0
199,232,0
200,234,0
200,235,0
200,237,0
200,238,0
200,239,0
200,241,0
201,242,0
201,243,0
201,244,0
201,245,0
201,247,0
201,248,0
202,249,0
202,250,0
202,251,0
202,252,0
202,252,0
202,253,0
202,254,0
202,255,0
202,255,0
202,256,0
203,257,0
203,257,0
203,258,0
203,258,0
203,258,0
203,259,0
203,259,0
203,259,0
203,260,0
203,260,0
203,260,0
203,260,0
203,260,0
203,260,0
203,260,0
203,260,0
203,260,0
203,259,0
203,259,0
203,259,0
203,258,0
203,258,0
203,258,0
203,257,0
203,257,0
202,256,0
202,255,0
202,255,0
202,254,0
202,253,0
202,252,0
202,252,0
202,251,0
202,250,0
202,249,0
201,248,0
201,247,0
201,245,0
201,244,0
201,243,0
201,242,0
200,241,0
200,239,0
200,238,0
200,237,0
200,235,0
200,234,0
199,232,0
199,231,0
199,229,0
199,228,0
199,226,0
198,224,0
198,223,0
198,221,0
198,219,0
197,217,0
197,216,0
197,214,0
197,212,0
197,210,0
196,208,0
196,206,0
196,204,0
195,202,0
195,200,0
195,198,0
195,196,0
194,194,0
194,192,0
194,190,0
194,188,0
193,186,0
193,184,0
193,182,0
193,180,0
192,177,0
192,175,0
192,173,0
191,171,0
191,169,0
191,167,0
191,164,0
190,162,0
190,160,0
190,158,0
189,156,0
189,153,0
189,151,0
189,149,0
188,147,0
188,145,0
188,143,0
187,140,0
187,138,0
187,136,0
187,134,0
186,132,0
186,130,0
186,128,0
186,126,0
185,124,0
185,122,0
185,120,0
185,118,0
184,116,0
184,114,0
184,112,0
184,110,0
183,108,0
183,106,0
183,104,0
183,103,0
182,101,0
182,99,0
182,97,0
182,96,0
181,94,0
181,92,0
181,91,0
181,89,0
181,88,0
180,86,0
180,85,0
180,83,0
180,82,0
180,81,0
180,79,0
179,78,0
179,77,0
179,76,0
179,75,0
179,73,0
179,72,0
178,71,0
178,70,0
178,69,0
178,68,0
178,68,0
178,67,0
178,66,0
178,65,0
178,65,0
178,64,0
177,63,0
177,63,0
177,62,0
177,62,0
177,62,0
177,61,0
177,61,0
177,61,0
177,60,0
177,60,0
177,60,0
177,60,0
177,60,0
177,60,0
177,60,0
177,60,0
177,60,0
177,61,0
177,61,0
177,61,0
177,62,0
177,62,0
177,62,0
177,63,0
177,63,0
178,64,0
178,65,0
178,65,0
178,66,0
178,67,0
178,68,0
178,68,0
178,69,0
178,70,0
178,71,0
179,72,0
179,73,0
179,75,0
179,76,0
179,77,0
179,78,0
180,79,0
180,81,0
180,82,0
180,83,0
180,85,0
180,86,0
181,88,0
181,89,0
181,91,0
181,92,0
181,94,0
182,96,0
182,97,0
182,99,0
182,101,0
183,103,0
183,104,0
183,106,0
183,108,0
184,110,0
184,112,0
184,114,0
184,116,0
185,118,0
185,120,0
185,122,0
185,124,0
186,126,0
186,128,0
186,130,0
186,132,0
187,134,0
187,136,0
187,138,0
187,140,0
188,143,0
188,145,0
188,147,0
189,149,0
189,151,0
189,153,0
189,156,0
190,158,0
